trimestre,segmento,centro_transferencia,menu,opcion,total_llamadas,porcentaje,misma_linea,linea_diferente,no_digito_telefono
Q02_25,Nacional,15070006,RES-ContratacionInfinitum,DEFAULT,45274,0.3325944,12182,33092,0
Q02_25,Nacional,11028186,Desborde_Cabecera,VINNETFLIX,42094,0.3092333,3775,38319,0
Q02_25,Nacional,10828091,RES-FallaInternet,POSIBLE_FALLA_DSLAM_P,40701,0.299,2397,38304,0
Q02_25,Nacional,19020033,RES-FallaEntretiene,DEFAULT,37591,0.2761531,7966,29625,0
Q02_25,Nacional,1309004,RES-Saldos-WT,DEFAULT,34958,0.2568104,5584,29374,0
Q02_25,Nacional,10628031,Desborde_Cabecera,FO_2222,34234,0.2514917,4098,30136,0
Q02_25,Nacional,10928253,Desborde_Cabecera,QJA_AB_3,33894,0.248994,958,32936,0
Q02_25,Nacional,10528004,Desborde_Cabecera,MEGACABLE,32923,0.2418608,3209,29714,0
Q02_25,Nacional,15070012,RES-MADT-Detalle,2L,31827,0.2338093,7449,24378,0
Q02_25,Nacional,CLIENTE_COLGO,Desborde_Cabecera,QJA_VSI_VERDE,30153,0.2215117,780,29373,0
Q02_25,Nacional,10928354,Desborde_Cabecera,MITELMEX,28997,0.2130194,4806,24191,0
Q02_25,Nacional,CLIENTE_COLGO,Desborde_Cabecera,QJA_AB_VSI_2,23881,0.175436,671,23210,0
Q02_25,Nacional,CLIENTE_COLGO,RES-MADT-Detalle,DEFAULT,23188,0.170345,4421,18767,0
Q02_25,Nacional,10928253,Desborde_Cabecera,QJA_DAT_AMBAR,22050,0.161985,661,21389,0
Q02_25,Nacional,14928987,Desborde_Cabecera,COBRA_2BGLOBAL,21453,0.1575992,1731,19722,0
Q02_25,Nacional,14928989,Desborde_Cabecera,COBRA_2WS,19542,0.1435605,1241,18301,0
Q02_25,Nacional,10428163,Desborde_Cabecera,MES_1,16397,0.1204566,3093,13304,0
Q02_25,Nacional,10728381,RES-FallaEntretiene,NOBOT,16085,0.1181645,5279,10806,0
Q02_25,Nacional,CLIENTE_COLGO,NOTMX-CONT-Contratacion,DEFAULT,15666,0.1150865,13822,1844,0
Q02_25,Nacional,10928299,Desborde_Cabecera,ECATEPEC,15221,0.1118174,3442,11779,0
Q02_25,Nacional,10728000,RES-FallaInternet,POSIBLE_FALLA_DSLAM_P,14608,0.1073141,481,14127,0
Q02_25,Nacional,14928985,Desborde_Cabecera,COBRA_CMG,13444,0.0987631,1297,12147,0
Q02_25,Nacional,11128116,Desborde_Cabecera,RET_PLAN50,11287,0.0829172,645,10642,0
Q02_25,Nacional,309004,RES-SaldosPagos_FM,DEFAULT,10200,0.0749318,194,10006,0
Q02_25,Nacional,15070020,Desborde_Cabecera,QJA_AB_VOZ_1,9622,0.0706857,329,9293,0
Q02_25,Nacional,309013,RES-FallaInternet,CECOR,9560,0.0702302,1867,7693,0
Q02_25,Nacional,10928253,Desborde_Cabecera,QJA_VSI_AMBAR,9224,0.0677619,149,9075,0
Q02_25,Nacional,1309013,RES-FallaInternet,CECOR,8881,0.0652421,888,7993,0
Q02_25,Nacional,14929021,RES-FallasLinea,ML,8055,0.0591741,40,8015,0
Q02_25,Nacional,10828144,RES-MADT-Detalle,PQ_389,8021,0.0589243,2154,5867,0
Q02_25,Nacional,10928270,Desborde_Cabecera,CONECTAM,7945,0.058366,1018,6927,0
Q02_25,Nacional,10928018,Desborde_Cabecera,INCLUENCER,7652,0.0562136,749,6903,0
Q02_25,Nacional,CLIENTE_COLGO,Desborde_Cabecera,QJA_VOZ_VERDE,7644,0.0561548,236,7408,0
Q02_25,Nacional,10628002,RES_Cambios,DEFAULT,7279,0.0534734,1463,5816,0
Q02_25,Nacional,15070020,Desborde_Cabecera,QJA_VOZ_ROJA,6854,0.0503512,259,6595,0
Q02_25,Nacional,15070071,RES_CambioTit,DEFAULT,6845,0.0502851,1103,5742,0
Q02_25,Nacional,19020078,Desborde_Cabecera,ECATEPEC_QJA,6617,0.0486102,419,6198,0
Q02_25,Nacional,10728382,RES-Entr,NOBOT,5919,0.0434825,2703,3216,0
Q02_25,Nacional,10928124,Desborde_Cabecera,VINNETFLIX,5198,0.0381858,350,4848,0
Q02_25,Nacional,10928316,Desborde_Cabecera,PRODIGY_MAIL,5183,0.0380756,1975,3208,0
Q02_25,Nacional,10428163,Desborde_Cabecera,MES_2,4917,0.0361215,806,4111,0
Q02_25,Nacional,15070012,RES_Otros,2L,4767,0.0350196,1074,3693,0
Q02_25,Nacional,15070012,RES_CambioDom,2L,4680,0.0343805,842,3838,0
Q02_25,Nacional,14928951,RES-MADT-Detalle,DEFAULT,4580,0.0336459,950,3630,0
Q02_25,Nacional,15070007,RES-Aparatos,DEFAULT,4321,0.0317432,1174,3147,0
Q02_25,Nacional,309013,RES-FallasLinea,CECOR,4145,0.0304502,543,3602,0
Q02_25,Nacional,10928311,Desborde_Cabecera,QJA_ACAPULCO,4119,0.0302592,257,3862,0
Q02_25,Nacional,15070020,Desborde_Cabecera,QJA_AB_VOZ_2,4000,0.029385,157,3843,0
Q02_25,Nacional,10228051,RES-FallaInternet,CASE_41,3968,0.0291499,753,3215,0
Q02_25,Nacional,15070013,RES-Aparatos,DEFAULT,3953,0.0290398,1082,2871,0
Q02_25,Nacional,10928270,Desborde_Cabecera,ONT_ECANCELA,3837,0.0281876,511,3326,0
Q02_25,Nacional,10828091,RES-FallaInternet,FM_CFE_P,3765,0.0276587,242,3523,0
Q02_25,Nacional,CLIENTE_COLGO,RES-FallaInternet,POSIBLE_FALLA_DSLAM_P,3758,0.0276072,126,3632,0
Q02_25,Nacional,15070013,RES-FallaInternet,ADEUDO22222,3582,0.0263143,41,3541,0
Q02_25,Nacional,15070007,RES-FallaInternet,ADEUDO22222,3243,0.0238239,68,3175,0
Q02_25,Nacional,15070012,RES-ContratacionInfinitum,2L,3201,0.0235154,923,2278,0
Q02_25,Nacional,10928137,RES-Falla-AntivirusMcAfee,DEFAULT,3178,0.0233464,903,2275,0
Q02_25,Nacional,10828091,RES-FallaInternet,FALLA_AMBAS_P,3134,0.0230232,330,2804,0
Q02_25,Nacional,10828091,RES-FallaInternet,FM_ROBO_P,2472,0.0181599,33,2439,0
Q02_25,Nacional,1309013,RES-FallasLinea,CECOR,2470,0.0181453,285,2185,0
Q02_25,Nacional,10828141,RES-FallaInternet,ACUNA,2416,0.0177486,144,2272,0
Q02_25,Nacional,10428163,Desborde_Cabecera,ADEUDO_1Y2,2212,0.0162499,227,1985,0
Q02_25,Nacional,10228051,RES-FallasLinea,CASE_41,2078,0.0152655,313,1765,0
Q02_25,Nacional,15070012,RES-Entr,2L,1940,0.0142517,557,1383,0
Q02_25,Nacional,10928270,RES-FallaInternet,CAMBIONT_NC,1913,0.0140534,451,1462,0
Q02_25,Nacional,10928083,Desborde_Cabecera,CASOSDG,1872,0.0137522,176,1696,0
Q02_25,Nacional,CLIENTE_COLGO,RES-FallaInternet,ADEUDO22222,1870,0.0137375,18,1852,0
Q02_25,Nacional,CLIENTE_COLGO,RES_CambioDom,DEFAULT,1857,0.013642,171,1686,0
Q02_25,Nacional,CLIENTE_COLGO,RES_Otros,DEFAULT,1855,0.0136273,337,1518,0
Q02_25,Nacional,19020076,Desborde_Cabecera,ECATEPEC_FM,1809,0.0132894,122,1687,0
Q02_25,Nacional,15070020,Desborde_Cabecera,QJA_VOZ_AMBAR,1583,0.0116291,49,1534,0
Q02_25,Nacional,15070019,RES-FallasLinea,FM_ROBO_P,1332,0.0097852,32,1300,0
Q02_25,Nacional,10928271,Desborde_Cabecera,ENVIOONT_ENT,1170,0.0085951,166,1004,0
Q02_25,Nacional,10928253,RES-FallaSegQja,QJA_AB_DAT_2,1155,0.0084849,19,1136,0
Q02_25,Nacional,10928031,Desborde_Cabecera,MIGRAFTTH,1119,0.0082205,203,916,0
Q02_25,Nacional,10928253,RES-FallaSegQja,QJA_AB_VOZ_2,1094,0.0080368,24,1070,0
Q02_25,Nacional,10928098,RES-FallaInternet,ONT_AUTOA,1022,0.0075079,214,808,0
Q02_25,Nacional,11128125,Desborde_Cabecera,RETCOMBO,1020,0.0074932,200,820,0
Q02_25,Nacional,10728000,RES-FallaInternet,FM_CFE_P,999,0.0073389,29,970,0
Q02_25,Nacional,10728000,RES-FallaInternet,FALLA_AMBAS_P,979,0.007192,54,925,0
Q02_25,Nacional,10728000,RES-FallaInternet,FM_ROBO_P,912,0.0066998,6,906,0
Q02_25,Nacional,10828144,RES-ContratacionInfinitum,PQ_389,784,0.0057595,222,562,0
Q02_25,Nacional,19020046,RES-FallaInternet,SUS_COM,771,0.005664,45,726,0
Q02_25,Nacional,14928986,Desborde_Cabecera,COBRA_MUNIOZ,764,0.0056125,61,703,0
Q02_25,Nacional,CASO_NULL,RES_Cambios,DEFAULT,755,0.0055464,117,638,0
Q02_25,Nacional,CLIENTE_COLGO,RES-Aparatos,DEFAULT,755,0.0055464,187,568,0
Q02_25,Nacional,30806646350495,RES-MADT-Detalle,CECOR,753,0.0055317,132,621,0
Q02_25,Nacional,15070012,RES_CambioTit,2L,738,0.0054215,148,590,0
Q02_25,Nacional,CLIENTE_COLGO,RES-FallasLinea,FM_ROBO_P,699,0.005135,2,697,0
Q02_25,Nacional,15070019,RES-FallasLinea,FM_CFE_P,696,0.005113,45,651,0
Q02_25,Nacional,10928253,RES-FallaSegQja,QJA_AB_VSI_2,640,0.0047016,26,614,0
Q02_25,Nacional,30805596283474,RES-Falla-Dish,DEFAULT,628,0.0046134,276,352,0
Q02_25,Nacional,CASO_NULL,RES_CambioTit,DEFAULT,533,0.0039156,84,449,0
Q02_25,Nacional,10828091,RES-FallaInternet,FALLA_CENTRAL_P,530,0.0038935,83,447,0
Q02_25,Nacional,15070012,RES_Cambios,2L,502,0.0036878,140,362,0
Q02_25,Nacional,30806646350495,RES_CambioDom,CECOR,485,0.0035629,73,412,0
Q02_25,Nacional,11228178,RES-FallaInternet,POT_A_VSI_TDM,483,0.0035482,42,441,0
Q02_25,Nacional,10928335,Desborde_Cabecera,BUSTAVILLAL,455,0.0033425,41,414,0
Q02_25,Nacional,CASO_NULL,SIN_MENU,SIN_OPCION,445,0.0032691,1,3,441
Q02_25,Nacional,10928334,Desborde_Cabecera,ANALAMCAN,442,0.003247,63,379,0
Q02_25,Nacional,30806646350495,RES_Otros,CECOR,437,0.0032103,80,357,0
Q02_25,Nacional,130805596283474,RES-Falla-Dish,DEFAULT,398,0.0029238,163,235,0
Q02_25,Nacional,CLIENTE_COLGO,RES-FallaInternet,FM_ROBO_P,394,0.0028944,2,392,0
Q02_25,Nacional,11228110,RES-SaldooPagos,UPSELL_350MB,372,0.0027328,121,251,0
Q02_25,Nacional,10928336,Desborde_Cabecera,SABIVALLE,361,0.002652,37,324,0
Q02_25,Nacional,CLIENTE_COLGO,RES-FallaInternet,FM_CFE_P,357,0.0026226,13,344,0
Q02_25,Nacional,CLIENTE_COLGO,RES-FallaInternet,FALLA_AMBAS_P,348,0.0025565,14,334,0
Q02_25,Nacional,CLIENTE_COLGO,RES_OcultaVta,DEFAULT,340,0.0024977,30,310,0
Q02_25,Nacional,130806646350495,RES-MADT-Detalle,CECOR,305,0.0022406,66,239,0
Q02_25,Nacional,10928306,Desborde_Cabecera,ECATEPEC_PORTA,294,0.0021598,81,213,0
Q02_25,Nacional,130806646350495,RES_CambioDom,CECOR,286,0.002101,40,246,0
Q02_25,Nacional,309005,RES-TAE,DEFAULT,253,0.0018586,93,160,0
Q02_25,Nacional,130806646350495,RES_Otros,CECOR,224,0.0016456,49,175,0
Q02_25,Nacional,10928253,RES-FallaSegQja,QJA_AB_DAT_1,213,0.0015648,2,211,0
Q02_25,Nacional,14928960,RES-Falla-MVSHUB,DEFAULT,211,0.0015501,54,157,0
Q02_25,Nacional,CLIENTE_COLGO,RES-Entr,2L,192,0.0014105,32,160,0
Q02_25,Nacional,10928299,RES-FallaInternet,ECATEPEC,181,0.0013297,13,168,0
Q02_25,Nacional,15070006,RES-StartGo,DEFAULT,178,0.0013076,45,133,0
Q02_25,Nacional,10928177,RES-FallaInternet,ONT_AUTOA_B2,161,0.0011827,27,134,0
Q02_25,Nacional,10928253,RES-FallaSegQja,QJA_AB_VSI_1,161,0.0011827,0,161,0
Q02_25,Nacional,CLIENTE_COLGO,RES_Otros,2L,160,0.0011754,21,139,0
Q02_25,Nacional,10728000,RES-FallaInternet,FALLA_CENTRAL_P,146,0.0010726,10,136,0
Q02_25,Nacional,CLIENTE_COLGO,RES-ContratacionInfinitum,2L,145,0.0010652,25,120,0
Q02_25,Nacional,10728494,RES-DISH,DEFAULT,144,0.0010579,53,91,0
Q02_25,Nacional,10728493,RES-SegurosInbursa,DEFAULT,137,0.0010064,53,84,0
Q02_25,Nacional,10828073,RES-MADT-MVSHUB,DEFAULT,136,0.0009991,50,86,0
Q02_25,Nacional,1309004,RES-SaldosPagos_FM,DEFAULT,101,0.000742,1,100,0
Q02_25,Nacional,1309005,RES-TAE,DEFAULT,91,0.0006685,22,69,0
Q02_25,Nacional,10928177,Desborde_Cabecera,ONT_AUTOA_B2,85,0.0006244,6,79,0
Q02_25,Nacional,19020049,Desborde_Cabecera,COD_SUSP_7,82,0.0006024,0,82,0
Q02_25,Nacional,309013,RES_CambioTit,CECOR,77,0.0005657,21,56,0
Q02_25,Nacional,15070006,RES-ClaroDrive,DEFAULT,69,0.0005069,30,39,0
Q02_25,Nacional,30806646350495,RES-ContratacionInfinitum,CECOR,67,0.0004922,15,52,0
Q02_25,Nacional,15070019,RES-FallasLinea,FM_NATURAL_P,62,0.0004555,11,51,0
Q02_25,Nacional,CLIENTE_COLGO,RES-FallasLinea,FM,62,0.0004555,2,60,0
Q02_25,Nacional,15070019,RES-FallaInternet,PARO_RELOJ,58,0.0004261,0,58,0
Q02_25,Nacional,30806646350495,RES_Cambios,CECOR,54,0.0003967,10,44,0
Q02_25,Nacional,130806646350495,RES-ContratacionInfinitum,CECOR,53,0.0003894,18,35,0
Q02_25,Nacional,CLIENTE_COLGO,RES-FallaInternet,DG,51,0.0003747,2,49,0
Q02_25,Nacional,14928951,RES-FallaInternet,ADEUDO22222,50,0.0003673,2,48,0
Q02_25,Nacional,1309013,RES_CambioTit,CECOR,40,0.0002939,10,30,0
Q02_25,Nacional,130806646350495,RES_Cambios,CECOR,34,0.0002498,4,30,0
Q02_25,Nacional,CLIENTE_COLGO,RES_Cambios,2L,32,0.0002351,5,27,0
Q02_25,Nacional,11228108,RES-ContratacionInfinitum,LAREDO,31,0.0002277,5,26,0
Q02_25,Nacional,14928951,RES-Aparatos,DEFAULT,28,0.0002057,2,26,0
Q02_25,Nacional,11228110,RES-ContratacionInfinitum,UPSELL_350MB,20,0.0001469,6,14,0
Q02_25,Nacional,CLIENTE_COLGO,RES-FallaInternet,FALLA_CENTRAL_P,20,0.0001469,0,20,0
Q02_25,Nacional,CLIENTE_COLGO,RES-DISH,DEFAULT,13,9.55e-05,4,9,0
Q02_25,Nacional,10128025,RES-ContratacionInfinitum,SUS_COM,12,8.82e-05,1,11,0
Q02_25,Nacional,CLIENTE_COLGO,RES-FallaInternet,FM,12,8.82e-05,0,12,0
Q02_25,Nacional,10928253,RES-FallaSegQja,QJA_AB_VOZ_1,10,7.35e-05,1,9,0
Q02_25,Nacional,CLIENTE_COLGO,RES-SegurosInbursa,DEFAULT,9,6.61e-05,3,6,0
Q02_25,Nacional,10828094,Desborde_Cabecera,RETARGETING,7,5.14e-05,0,7,0
Q02_25,Nacional,15070036,Desborde_Cabecera,CLIENTESAPP,6,4.41e-05,0,6,0
Q02_25,Nacional,309004,MASI_RepiteBoleta,DEFAULT,5,3.67e-05,0,5,0
Q02_25,Nacional,CLIENTE_COLGO,RES-ClaroDrive,DEFAULT,3,2.2e-05,1,2,0
Q02_25,Nacional,2309004,RES-SaldooPagos,DEFAULT,2,1.47e-05,0,2,0
Q02_25,Nacional,CLIENTE_COLGO,Desborde_Cabecera,QJA_DAT_AMBAR,2,1.47e-05,0,2,0
Q02_25,Nacional,10428174,SIN_MENU,TELVICOBRA,1,7.3e-06,0,1,0
Q02_25,Nacional,130806646350495,RES-TAE,CECOR,1,7.3e-06,1,0,0
Q02_25,Nacional,30806646350495,RES-DISH,CECOR,1,7.3e-06,0,1,0
Q02_25,Nacional,CASO_NULL,RES-FallaInternet,DG,1,7.3e-06,0,1,0
Q02_25,Nacional,CLIENTE_COLGO,Desborde_Cabecera,PRODIGY_MAIL,1,7.3e-06,0,1,0
Q02_25,Nacional,CLIENTE_COLGO,NOTMX-SeguimientoInstalacion,SIN_OPCION,1,7.3e-06,1,0,0
Q02_25,Nacional,CLIENTE_COLGO,RES-AsistenciaTelmexcom,SIN_OPCION,1,7.3e-06,0,1,0
Q02_25,Puebla,19020086,cliente_colgo,SIN_OPCION,122636,0.9009155,3702,8153,110781
Q02_25,Puebla,19010000,RES_FALLA_STOP,DEFAULT,60916,0.4475046,657,60259,0
Q02_25,Puebla,15070006,RES-ContratacionInfinitum_2024,DEFAULT,48199,0.3540822,7414,40781,4
Q02_25,Puebla,10828091,RES-Fallas_2024,VSI,44692,0.3283189,7476,37216,0
Q02_25,Puebla,309004,RES-SaldosPagos_2024,DEFAULT,43591,0.3202307,8320,35270,1
Q02_25,Puebla,15070019,RES-Fallas_2024,DEFAULT,41136,0.3021956,3644,37487,5
Q02_25,Puebla,19020086,SinOpcion_Cabecera,SIN_OPCION,38973,0.2863057,654,5186,33133
Q02_25,Puebla,10428174,Desborde_Cabecera,TELVICOBRA,37910,0.2784966,3390,34520,0
Q02_25,Puebla,19020086,Numero Telmex,SIN_OPCION,25872,0.1900624,3535,8397,13940
Q02_25,Puebla,19020088,NOTMX-SeguimientoInstalacion,DEFAULT,25655,0.1884682,19669,5986,0
Q02_25,Puebla,14929961,Tmx_SOMO,DEFAULT,23731,0.174334,3388,20343,0
Q02_25,Puebla,CLIENTE_COLGO,SIN_MENU,SIN_OPCION,23674,0.1739153,8915,14552,207
Q02_25,Puebla,19020086,Desborde_Promocional,SIN_OPCION,23633,0.1736141,9655,13978,0
Q02_25,Puebla,19020086,Marque3,SIN_OPCION,20965,0.1540143,518,3546,16901
Q02_25,Puebla,CLIENTE_COLGO,RES-ContratacionInfinitum_2024,SIN_OPCION,20867,0.1532943,3301,17566,0
Q02_25,Puebla,14929961,Desborde_Cabecera,Tmx_SOMC,19105,0.1403502,19105,0,0
Q02_25,Puebla,CASO_ERROR_CEROS,Numero Telmex,SIN_OPCION,17415,0.1279351,5171,12244,0
Q02_25,Puebla,CASO_ERROR_CEROS,SIN_MENU,SIN_OPCION,14804,0.108754,1741,13058,5
Q02_25,Puebla,15070013,Desborde_Cabecera,NoTmx_SOMC,14797,0.1087026,14797,0,0
Q02_25,Puebla,15070059,NOTMX-CONT-Contratacion,DEFAULT,13361,0.0981533,10968,2393,0
Q02_25,Puebla,10728487,NOTMX-SeguimientoInstalacion,DEFAULT,13159,0.0966694,10193,2966,0
Q02_25,Puebla,CLIENTE_COLGO,Desborde_Cabecera,QJA_AB_1,12951,0.0951414,125,12826,0
Q02_25,Puebla,10928253,Desborde_Cabecera,QJA_DAT_ROJA,12298,0.0903443,213,12085,0
Q02_25,Puebla,19020086,SIN_MENU,SIN_OPCION,8972,0.0659106,992,7980,0
Q02_25,Puebla,14928994,Desborde_Cabecera,TELECOBRA,7664,0.0563017,425,7239,0
Q02_25,Puebla,15070006,RES-ContratacionInfinitum_FM,DEFAULT,6461,0.0474642,70,6391,0
Q02_25,Puebla,10728487,RES-SegInst_2024,DEFAULT,5744,0.0421969,1008,4734,2
Q02_25,Puebla,CASO_ERROR_CEROS,ANI,SIN_OPCION,4862,0.0357175,4862,0,0
Q02_25,Puebla,CASO_ERROR_CEROS,SIN_MENU,QJA_DAT_VERDE,4746,0.0348653,186,4560,0
Q02_25,Puebla,14929014,NOTMX-CONT-Portabilidad,DEFAULT,4714,0.0346303,3749,965,0
Q02_25,Puebla,15070013,NoTMX_SinOp,NoTMX_SinOp,4634,0.0340426,3704,930,0
Q02_25,Puebla,10928253,Desborde_Cabecera,QJA_VSI_ROJA,4372,0.0321178,62,4310,0
Q02_25,Puebla,CLIENTE_COLGO,MASI_RepiteBoleta,DEFAULT,4033,0.0296275,16,4017,0
Q02_25,Puebla,CASO_ERROR_CEROS,Numero Telmex,QJA_DAT_VERDE,3780,0.0277689,12,3768,0
Q02_25,Puebla,11028186,Desborde_Cabecera,VINNETFLIX,3694,0.0271371,235,3459,0
Q02_25,Puebla,CASO_ERROR_CEROS,Numero Telmex,DEFAULT,3628,0.0266522,45,3583,0
Q02_25,Puebla,CASO_ERROR_CEROS,Numero Telmex,QJA_AB_1,3371,0.0247642,13,3358,0
Q02_25,Puebla,10928253,Desborde_Cabecera,QJA_AB_DAT_1,3221,0.0236623,17,3204,0
Q02_25,Puebla,CASO_ERROR_CEROS,SIN_MENU,DEFAULT,3144,0.0230966,119,3025,0
Q02_25,Puebla,CASO_ERROR_CEROS,SIN_MENU,QJA_AB_1,2855,0.0209736,62,2793,0
Q02_25,Puebla,10928354,Desborde_Cabecera,MITELMEX,2504,0.018395,242,2262,0
Q02_25,Puebla,10528004,Desborde_Cabecera,MEGACABLE,2385,0.0175208,180,2205,0
Q02_25,Puebla,19020086,ANI,SIN_OPCION,2332,0.0171315,2332,0,0
Q02_25,Puebla,10928253,Desborde_Cabecera,QJA_DAT_AMBAR,2292,0.0168376,55,2237,0
Q02_25,Puebla,14928987,Desborde_Cabecera,COBRA_2BGLOBAL,1924,0.0141342,139,1785,0
Q02_25,Puebla,14928989,Desborde_Cabecera,COBRA_2WS,1875,0.0137742,78,1797,0
Q02_25,Puebla,10628031,Desborde_Cabecera,FO_2222,1836,0.0134877,188,1648,0
Q02_25,Puebla,14928985,Desborde_Cabecera,COBRA_CMG,1721,0.0126429,118,1603,0
Q02_25,Puebla,10828091,RES-Fallas_2024,FALLA_AMBAS_P,1306,0.0095942,141,1165,0
Q02_25,Puebla,10428163,Desborde_Cabecera,MES_1,1119,0.0082205,131,988,0
Q02_25,Puebla,309004,RES-SaldosPagos_FM,DEFAULT,1015,0.0074565,8,1007,0
Q02_25,Puebla,CASO_ERROR_CEROS,SIN_MENU,QJA_VSI_VERDE,823,0.006046,31,792,0
Q02_25,Puebla,CASO_ERROR_CEROS,Numero Telmex,QJA_VSI_VERDE,781,0.0057374,2,779,0
Q02_25,Puebla,11128116,Desborde_Cabecera,RET_PLAN50,710,0.0052158,49,661,0
Q02_25,Puebla,10928270,Desborde_Cabecera,CONECTAM,523,0.0038421,64,459,0
Q02_25,Puebla,10928253,Desborde_Cabecera,QJA_VSI_AMBAR,506,0.0037172,9,497,0
Q02_25,Puebla,10928124,Desborde_Cabecera,VINNETFLIX,446,0.0032764,22,424,0
Q02_25,Puebla,10928253,Desborde_Cabecera,QJA_AB_VSI_1,438,0.0032177,0,438,0
Q02_25,Puebla,10928018,Desborde_Cabecera,INCLUENCER,392,0.0028797,31,361,0
Q02_25,Puebla,CASO_ERROR_CEROS,SIN_MENU,QJA_VOZ_VERDE,390,0.002865,37,353,0
Q02_25,Puebla,10428163,Desborde_Cabecera,MES_2,360,0.0026447,33,327,0
Q02_25,Puebla,15070019,RES-Fallas_2024,FM_CFE_P,359,0.0026373,16,343,0
Q02_25,Puebla,15070020,Desborde_Cabecera,QJA_VOZ_ROJA,356,0.0026153,7,349,0
Q02_25,Puebla,CASO_ERROR_CEROS,Numero Telmex,QJA_VOZ_VERDE,272,0.0019982,2,270,0
Q02_25,Puebla,CLIENTE_COLGO,NOTMX-CONT-Contratacion,DEFAULT,271,0.0019908,206,65,0
Q02_25,Puebla,CASO_ERROR_CEROS,ANI,DEFAULT,248,0.0018219,248,0,0
Q02_25,Puebla,10928316,Desborde_Cabecera,PRODIGY_MAIL,222,0.0016309,65,157,0
Q02_25,Puebla,15070020,Desborde_Cabecera,QJA_AB_VOZ_2,180,0.0013223,3,177,0
Q02_25,Puebla,10728000,RES-Fallas_2024,FALLA_AMBAS_P,160,0.0011754,7,153,0
Q02_25,Puebla,10928270,Desborde_Cabecera,ONT_ECANCELA,150,0.0011019,21,129,0
Q02_25,Puebla,10428163,Desborde_Cabecera,ADEUDO_1Y2,125,0.0009183,12,113,0
Q02_25,Puebla,15070020,Desborde_Cabecera,QJA_VOZ_AMBAR,116,0.0008522,5,111,0
Q02_25,Puebla,15070020,Desborde_Cabecera,QJA_AB_VOZ_1,115,0.0008448,2,113,0
Q02_25,Puebla,CLIENTE_COLGO,Desborde_Cabecera,QJA_AB_DAT_2,107,0.000786,0,107,0
Q02_25,Puebla,10928253,Desborde_Cabecera,QJA_AB_3,87,0.0006391,2,85,0
Q02_25,Puebla,10928083,Desborde_Cabecera,CASOSDG,85,0.0006244,16,69,0
Q02_25,Puebla,11128125,Desborde_Cabecera,RETCOMBO,70,0.0005142,8,62,0
Q02_25,Puebla,10928031,Desborde_Cabecera,MIGRAFTTH,62,0.0004555,8,54,0
Q02_25,Puebla,CLIENTE_COLGO,RES-Fallas_2024,FALLA_AMBAS_P,62,0.0004555,0,62,0
Q02_25,Puebla,14928986,Desborde_Cabecera,COBRA_MUNIOZ,58,0.0004261,5,53,0
Q02_25,Puebla,10928299,Desborde_Cabecera,ECATEPEC,57,0.0004187,0,57,0
Q02_25,Puebla,CLIENTE_COLGO,Desborde_Cabecera,QJA_AB_2,53,0.0003894,1,52,0
Q02_25,Puebla,10928311,Desborde_Cabecera,QJA_ACAPULCO,35,0.0002571,0,35,0
Q02_25,Puebla,CASO_NULL,SIN_MENU,SIN_OPCION,29,0.000213,0,0,29
Q02_25,Puebla,CLIENTE_COLGO,Desborde_Cabecera,QJA_AB_VSI_2,26,0.000191,0,26,0
Q02_25,Puebla,10828091,RES-Fallas_2024,FALLA_CENTRAL_P,25,0.0001837,1,24,0
Q02_25,Puebla,11228110,RES-SaldosPagos_2024,UPSELL_350MB,19,0.0001396,3,16,0
Q02_25,Puebla,10928271,Desborde_Cabecera,ENVIOONT_ENT,16,0.0001175,0,16,0
Q02_25,Puebla,14929961,SIN_MENU,SIN_OPCION,14,0.0001028,8,0,6
Q02_25,Puebla,19020078,Desborde_Cabecera,ECATEPEC_QJA,11,8.08e-05,0,11,0
Q02_25,Puebla,11228110,RES-ContratacionInfinitum_2024,UPSELL_350MB,10,7.35e-05,3,7,0
Q02_25,Puebla,10928177,Desborde_Cabecera,ONT_AUTOA_B2,5,3.67e-05,1,4,0
Q02_25,Puebla,19020076,Desborde_Cabecera,ECATEPEC_FM,5,3.67e-05,0,5,0
Q02_25,Puebla,CASO_ERROR_CEROS,default,SIN_OPCION,5,3.67e-05,0,0,5
Q02_25,Puebla,CASO_ERROR_CEROS,ANI,QJA_DAT_VERDE,4,2.94e-05,4,0,0
Q02_25,Puebla,CASO_ERROR_CEROS,SIN_MENU,QJA_AB_DAT_2,4,2.94e-05,0,4,0
Q02_25,Puebla,CASO_ERROR_CEROS,Numero Telmex,QJA_AB_2,3,2.2e-05,0,3,0
Q02_25,Puebla,309004,MASI_RepiteBoleta,DEFAULT,2,1.47e-05,0,2,0
Q02_25,Puebla,CASO_ERROR_CEROS,ANI,QJA_AB_1,2,1.47e-05,2,0,0
Q02_25,Puebla,10728000,RES-Fallas_2024,FALLA_CENTRAL_P,1,7.3e-06,0,1,0
Q02_25,Puebla,CASO_ERROR_CEROS,Numero Telmex,QJA_AB_DAT_2,1,7.3e-06,0,1,0
Q03_25,Nacional,19020086,cliente_colgo,SIN_OPCION,1988142,17.3151171,245792,219274,1523076
Q03_25,Nacional,19020088,NOTMX-SeguimientoInstalacion,DEFAULT,1115730,9.7171105,1018079,97651,0
Q03_25,Nacional,19010000,RES_FALLA_STOP,DEFAULT,990829,8.6293233,22815,968014,0
