trimestre,segmento,centro_transferencia,menu,opcion,total_llamadas,porcentaje,misma_linea,linea_diferente,no_digito_telefono
Q03_25,Nacional,CLIENTE_COLGO,SIN_MENU,SIN_OPCION,988827,8.6118875,507751,480689,387
Q03_25,Nacional,15070013,RES-MADT-Detalle,DEFAULT,461835,4.0222112,92540,369295,0
Q03_25,Nacional,19020086,SinOpcion_Cabecera,SIN_OPCION,421474,3.6706994,0,0,421474
Q03_25,Nacional,10928253,Desborde_Cabecera,QJA_DAT_ROJA,390148,3.3978751,7331,382817,0
Q03_25,Nacional,309004,RES-SaldooPagos,DEFAULT,374410,3.2608098,89160,285250,0
Q03_25,Nacional,19020086,Desborde_Promocional,SIN_OPCION,322951,2.8126433,201600,121351,0
Q03_25,Nacional,15070059,NOTMX-CONT-Contratacion,DEFAULT,274823,2.3934872,246451,28372,0
Q03_25,Nacional,19010000,RES-FallaInternet,DEFAULT,262025,2.2820269,50985,211040,0
Q03_25,Nacional,10828091,RES-FallaInternet,DEFAULT,253738,2.2098538,44748,208990,0
Q03_25,Nacional,19020086,Marque3,SIN_OPCION,224610,1.9561724,0,0,224610
Q03_25,Nacional,15070013,NoTMX_SinOp,NoTMX_SinOp,170189,1.4822092,156852,13337,0
Q03_25,Nacional,CLIENTE_COLGO,Desborde_Cabecera,QJA_DAT_VERDE,145983,1.2713945,4439,141544,0
Q03_25,Nacional,10928253,Desborde_Cabecera,QJA_VSI_ROJA,144848,1.2615095,1496,143352,0
Q03_25,Nacional,15070019,RES-FallasLinea,DEFAULT,138396,1.2053178,22663,115733,0
Q03_25,Nacional,10828091,RES-FallaInternet,NOBOT,135986,1.1843286,34127,101859,0
Q03_25,Nacional,10928253,Desborde_Cabecera,QJA_AB_DAT_1,128521,1.1193145,2142,126379,0
Q03_25,Nacional,CLIENTE_COLGO,MASI_RepiteBoleta,DEFAULT,128409,1.1183391,2306,126103,0
Q03_25,Nacional,14929014,NOTMX-CONT-Portabilidad,DEFAULT,121265,1.0561206,109393,11872,0
Q03_25,Nacional,CLIENTE_COLGO,Desborde_Cabecera,QJA_AB_1,112187,0.9770585,2621,109566,0
Q03_25,Nacional,15070006,RES-ContratacionInfinitum_FM,DEFAULT,96196,0.8377898,1789,94407,0
Q03_25,Nacional,19020086,Numero Telmex,SIN_OPCION,89852,0.7825386,299,89553,0
Q03_25,Nacional,19010000,RES-FallasLinea,DEFAULT,76506,0.6663057,11451,65055,0
Q03_25,Nacional,10928253,RES-FallaSegQja,DEFAULT,75818,0.6603138,13287,62531,0
Q03_25,Nacional,10728381,RES-FallaEntretiene,DEFAULT,71695,0.6244058,13877,57818,0
Q03_25,Nacional,15070004,RES_CambioDom,DEFAULT,71215,0.6202253,5854,65361,0
Q03_25,Nacional,10728382,RES-Entr,DEFAULT,70338,0.6125874,15143,55195,0
Q03_25,Nacional,10428174,Desborde_Cabecera,TELVICOBRA,64290,0.5599142,7294,56996,0
Q03_25,Nacional,15070002,RES_Otros,DEFAULT,62594,0.5451434,11502,51092,0
Q03_25,Nacional,309004,RES-Saldos-WT,DEFAULT,60814,0.529641,13219,47595,0
Q03_25,Nacional,10728009,RES-AsistenciaTelmexcom,DEFAULT,60146,0.5238233,14412,45734,0
Q03_25,Nacional,14928994,Desborde_Cabecera,TELECOBRA,53740,0.4680322,4977,48763,0
Q03_25,Nacional,CLIENTE_COLGO,Desborde_Cabecera,QJA_VSI_VERDE,52992,0.4615177,1255,51737,0
Q03_25,Nacional,10928253,Desborde_Cabecera,QJA_AB_VSI_1,47403,0.412842,432,46971,0
Q03_25,Nacional,10928253,Desborde_Cabecera,QJA_DAT_AMBAR,42674,0.3716562,1068,41606,0
Q03_25,Nacional,CLIENTE_COLGO,Desborde_Cabecera,QJA_AB_DAT_2,38562,0.335844,882,37680,0
Q03_25,Nacional,15070006,RES-ContratacionInfinitum,DEFAULT,37292,0.3247833,8820,28472,0
Q03_25,Nacional,10928357,KIPSOLCOM,DEFAULT,34610,0.3014253,6505,28105,0
Q03_25,Nacional,11028186,Desborde_Cabecera,VINNETFLIX,30978,0.2697935,2397,28581,0
Q03_25,Nacional,15070012,RES-MADT-Detalle,2L,28936,0.2520093,6415,22521,0
Q03_25,Nacional,10528004,Desborde_Cabecera,MEGACABLE,26779,0.2332235,2449,24330,0
Q03_25,Nacional,2309004,RES-SaldooPagos,DEFAULT,26419,0.2300882,6955,19464,0
Q03_25,Nacional,10428163,Desborde_Cabecera,TELVICOBRA,25221,0.2196546,2651,22570,0
Q03_25,Nacional,10628031,Desborde_Cabecera,FO_2222,24370,0.2122431,2632,21738,0
Q03_25,Nacional,CLIENTE_COLGO,RES-MADT-Detalle,DEFAULT,21562,0.1877877,3672,17890,0
Q03_25,Nacional,14928989,Desborde_Cabecera,COBRA_2WS,19173,0.1669814,1649,17524,0
Q03_25,Nacional,10928253,Desborde_Cabecera,QJA_AB_3,17729,0.1544053,469,17260,0
Q03_25,Nacional,10928253,Desborde_Cabecera,QJA_VSI_AMBAR,16017,0.1394952,278,15739,0
Q03_25,Nacional,CLIENTE_COLGO,Desborde_Cabecera,QJA_AB_VSI_2,14068,0.122521,219,13849,0
Q03_25,Nacional,CLIENTE_COLGO,NOTMX-CONT-Contratacion,DEFAULT,13989,0.1218329,12351,1638,0
Q03_25,Nacional,15070020,Desborde_Cabecera,QJA_VOZ_ROJA,12935,0.1126534,426,12509,0
Q03_25,Nacional,309004,RES-SaldosPagos_FM,DEFAULT,12805,0.1115212,204,12601,0
Q03_25,Nacional,CLIENTE_COLGO,Desborde_Cabecera,QJA_VOZ_VERDE,12496,0.1088301,375,12121,0
Q03_25,Nacional,10928270,Desborde_Cabecera,CONECTAM,11821,0.1029514,1387,10434,0
Q03_25,Nacional,10828091,RES-FallaInternet,POSIBLE_FALLA_DSLAM_P,11734,0.1021937,1453,10281,0
Q03_25,Nacional,14928985,Desborde_Cabecera,COBRA_CMG,11053,0.0962627,1283,9770,0
Q03_25,Nacional,309004,Desborde_Cabecera,Saldos1_Pagar,10595,0.0922739,1324,9271,0
Q03_25,Nacional,309013,RES-FallaInternet,CECOR,9249,0.0805513,1849,7400,0
Q03_25,Nacional,1309004,RES-SaldooPagos,DEFAULT,8146,0.0709451,1747,6399,0
Q03_25,Nacional,14929021,RES-FallasLinea,ML,8111,0.0706403,24,8087,0
Q03_25,Nacional,10928018,Desborde_Cabecera,INCLUENCER,7574,0.0659634,568,7006,0
Q03_25,Nacional,19020086,ANI,SIN_OPCION,7398,0.0644306,7398,0,0
Q03_25,Nacional,10628002,RES_Cambios,DEFAULT,6859,0.0597364,1259,5600,0
Q03_25,Nacional,15070071,RES_CambioTit,DEFAULT,6624,0.0576897,1016,5608,0
Q03_25,Nacional,19020086,SaldoCabecera,SIN_OPCION,6503,0.0566359,977,5526,0
Q03_25,Nacional,15070020,Desborde_Cabecera,QJA_AB_VOZ_1,5744,0.0500256,217,5527,0
Q03_25,Nacional,10828144,RES-MADT-Detalle,PQ_389,5551,0.0483447,1276,4275,0
Q03_25,Nacional,2309004,Desborde_Cabecera,Saldos1_Pagar,4856,0.0422919,685,4171,0
Q03_25,Nacional,15070012,RES_CambioDom,2L,4557,0.0396878,746,3811,0
Q03_25,Nacional,15070012,RES_Otros,2L,4480,0.0390172,853,3627,0
Q03_25,Nacional,309013,RES-FallasLinea,CECOR,4284,0.0373102,557,3727,0
Q03_25,Nacional,15070013,RES-Aparatos,DEFAULT,4235,0.0368834,1074,3161,0
Q03_25,Nacional,2309004,RES-Saldos-WT,DEFAULT,4111,0.0358035,937,3174,0
Q03_25,Nacional,10928364,Desborde_Cabecera,COBRA_AMA,3793,0.033034,590,3203,0
Q03_25,Nacional,15070004,RES_CAMBIODOMICILIO,DEFAULT,3707,0.032285,24,3683,0
Q03_25,Nacional,10728381,RES-FallaEntretiene,NOBOT,3684,0.0320847,1663,2021,0
Q03_25,Nacional,10928124,Desborde_Cabecera,VINNETFLIX,3523,0.0306825,180,3343,0
Q03_25,Nacional,14928987,Desborde_Cabecera,COBRA_2BGLOBAL,3505,0.0305257,387,3118,0
Q03_25,Nacional,10928316,Desborde_Cabecera,PRODIGY_MAIL,3444,0.0299945,1248,2196,0
Q03_25,Nacional,15070007,RES-Aparatos,DEFAULT,3356,0.0292281,822,2534,0
Q03_25,Nacional,11128116,Desborde_Cabecera,RET_PLAN50,3347,0.0291497,220,3127,0
Q03_25,Nacional,10928270,Desborde_Cabecera,ONT_ECANCELA,2914,0.0253786,395,2519,0
Q03_25,Nacional,15070012,RES-ContratacionInfinitum,2L,2677,0.0233145,750,1927,0
Q03_25,Nacional,10928137,RES-Falla-AntivirusMcAfee,DEFAULT,2592,0.0225742,770,1822,0
Q03_25,Nacional,10728382,RES-Entr,NOBOT,2274,0.0198047,1100,1174,0
Q03_25,Nacional,10228051,RES-FallaInternet,CASE_41,2215,0.0192909,518,1697,0
Q03_25,Nacional,15070020,Desborde_Cabecera,QJA_VOZ_AMBAR,2166,0.0188641,70,2096,0
Q03_25,Nacional,15070019,Desborde_Cabecera,PARO_RELOJ,2110,0.0183764,12,2098,0
Q03_25,Nacional,CLIENTE_COLGO,RES_CambioDom,DEFAULT,1887,0.0164343,142,1745,0
Q03_25,Nacional,10928083,Desborde_Cabecera,CASOSDG,1822,0.0158682,173,1649,0
Q03_25,Nacional,CLIENTE_COLGO,RES_Otros,DEFAULT,1787,0.0155633,282,1505,0
Q03_25,Nacional,10828141,RES-FallaInternet,ACUNA,1735,0.0151105,116,1619,0
Q03_25,Nacional,10228051,RES-FallasLinea,CASE_41,1588,0.0138302,277,1311,0
Q03_25,Nacional,15070012,RES-Entr,2L,1517,0.0132118,417,1100,0
Q03_25,Nacional,15070020,Desborde_Cabecera,QJA_AB_VOZ_2,1484,0.0129244,42,1442,0
Q03_25,Nacional,11128125,Desborde_Cabecera,RETCOMBO,1095,0.0095366,162,933,0
Q03_25,Nacional,10928271,Desborde_Cabecera,ENVIOONT_ENT,1030,0.0089705,90,940,0
Q03_25,Nacional,10928098,RES-FallaInternet,ONT_AUTOA,1019,0.0088747,251,768,0
Q03_25,Nacional,10928031,Desborde_Cabecera,MIGRAFTTH,971,0.0084566,156,815,0
Q03_25,Nacional,2309004,RES-SaldosPagos_FM,DEFAULT,905,0.0078818,11,894,0
Q03_25,Nacional,30806646350495,RES-MADT-Detalle,CECOR,836,0.0072809,174,662,0
Q03_25,Nacional,10828091,RES-FallaInternet,FALLA_AMBAS_P,821,0.0071502,77,744,0
Q03_25,Nacional,1309004,RES-Saldos-WT,DEFAULT,802,0.0069848,112,690,0
Q03_25,Nacional,2309013,RES-FallaInternet,CECOR,783,0.0068193,158,625,0
Q03_25,Nacional,CLIENTE_COLGO,Desborde_Cabecera,QJA_AB_2,736,0.00641,5,731,0
Q03_25,Nacional,15070012,RES_CambioTit,2L,696,0.0060616,156,540,0
Q03_25,Nacional,10828091,RES-FallaInternet,FALLA_CENTRAL_P,694,0.0060442,156,538,0
Q03_25,Nacional,CLIENTE_COLGO,RES-Aparatos,DEFAULT,685,0.0059658,175,510,0
Q03_25,Nacional,10928253,RES-FallaSegQja,QJA_AB_DAT_2,646,0.0056261,22,624,0
Q03_25,Nacional,30806646350495,RES_CambioDom,CECOR,624,0.0054345,113,511,0
Q03_25,Nacional,CASO_NULL,RES_Cambios,DEFAULT,572,0.0049817,96,476,0
Q03_25,Nacional,30805596283474,RES-Falla-Dish,DEFAULT,539,0.0046943,234,305,0
Q03_25,Nacional,10828144,RES-ContratacionInfinitum,PQ_389,535,0.0046594,137,398,0
Q03_25,Nacional,30806646350495,RES_Otros,CECOR,529,0.0046072,87,442,0
Q03_25,Nacional,10928253,RES-FallaSegQja,QJA_AB_VOZ_2,462,0.0040236,13,449,0
Q03_25,Nacional,CASO_NULL,RES_CambioTit,DEFAULT,460,0.0040062,79,381,0
Q03_25,Nacional,15070012,RES_Cambios,2L,456,0.0039714,89,367,0
Q03_25,Nacional,10828091,RES-FallaInternet,FM_ROBO_P,437,0.0038059,30,407,0
Q03_25,Nacional,11228178,RES-FallaInternet,POT_A_VSI_TDM,425,0.0037014,66,359,0
Q03_25,Nacional,2309013,RES-FallasLinea,CECOR,411,0.0035795,49,362,0
Q03_25,Nacional,10828091,RES-FallaInternet,FM_CFE_P,360,0.0031353,43,317,0
Q03_25,Nacional,10428163,Saldos3_Otra,SIN_OPCION,357,0.0031092,26,331,0
Q03_25,Nacional,CLIENTE_COLGO,RES_OcultaVta,DEFAULT,332,0.0028915,19,313,0
Q03_25,Nacional,15070019,RES-FallasLinea,FM_ROBO_P,286,0.0024908,32,254,0
Q03_25,Nacional,14928994,Saldos3_Otra,SIN_OPCION,285,0.0024821,13,272,0
Q03_25,Nacional,309005,RES-TAE,DEFAULT,285,0.0024821,87,198,0
Q03_25,Nacional,10928253,RES-FallaSegQja,QJA_AB_VSI_2,275,0.002395,18,257,0
Q03_25,Nacional,CASO_NULL,SIN_MENU,SIN_OPCION,258,0.002247,0,0,258
Q03_25,Nacional,1309004,RES-SaldosPagos_FM,DEFAULT,204,0.0017767,0,204,0
Q03_25,Nacional,10928177,RES-FallaInternet,ONT_AUTOA_B2,184,0.0016025,33,151,0
Q03_25,Nacional,19020086,MENU_10_NUMEROS,SIN_OPCION,166,0.0014457,166,0,0
Q03_25,Nacional,10728494,RES-Falla-Dish,DEFAULT,163,0.0014196,68,95,0
Q03_25,Nacional,10728493,RES-SegurosInbursa,DEFAULT,158,0.0013761,61,97,0
Q03_25,Nacional,CLIENTE_COLGO,RES_Otros,2L,148,0.001289,22,126,0
Q03_25,Nacional,15070019,RES-FallasLinea,FM_NATURAL_P,146,0.0012715,26,120,0
Q03_25,Nacional,15070006,RES-StartGo,DEFAULT,143,0.0012454,35,108,0
Q03_25,Nacional,CLIENTE_COLGO,RES-Entr,2L,143,0.0012454,22,121,0
Q03_25,Nacional,10828073,RES-MADT-MVSHUB,DEFAULT,140,0.0012193,42,98,0
Q03_25,Nacional,10728494,RES-DISH,DEFAULT,138,0.0012019,48,90,0
Q03_25,Nacional,CLIENTE_COLGO,RES-ContratacionInfinitum,2L,130,0.0011322,22,108,0
Q03_25,Nacional,14928960,RES-Falla-MVSHUB,DEFAULT,121,0.0010538,34,87,0
Q03_25,Nacional,10928311,Desborde_Cabecera,QJA_ACAPULCO,117,0.001019,4,113,0
Q03_25,Nacional,19020086,SIN_MENU,SIN_OPCION,115,0.0010016,0,0,115
Q03_25,Nacional,309013,RES_CambioTit,CECOR,110,0.000958,17,93,0
Q03_25,Nacional,1309013,RES-FallaInternet,CECOR,108,0.0009406,12,96,0
Q03_25,Nacional,14928989,Saldos3_Otra,SIN_OPCION,107,0.0009319,6,101,0
Q03_25,Nacional,15070019,RES-FallasLinea,FM_CFE_P,97,0.0008448,9,88,0
Q03_25,Nacional,10928177,Desborde_Cabecera,ONT_AUTOA_B2,85,0.0007403,14,71,0
Q03_25,Nacional,15070006,RES-ClaroDrive,DEFAULT,79,0.000688,24,55,0
Q03_25,Nacional,30806646350495,RES-ContratacionInfinitum,CECOR,76,0.0006619,13,63,0
Q03_25,Nacional,230806646350495,RES-MADT-Detalle,CECOR,71,0.0006184,17,54,0
Q03_25,Nacional,1309013,RES-FallasLinea,CECOR,66,0.0005748,3,63,0
Q03_25,Nacional,10428163,Saldos1_Pagar,SIN_OPCION,58,0.0005051,6,52,0
Q03_25,Nacional,30806646350495,RES_Cambios,CECOR,56,0.0004877,11,45,0
Q03_25,Nacional,230806646350495,RES_CambioDom,CECOR,55,0.000479,7,48,0
Q03_25,Nacional,14928985,Saldos3_Otra,SIN_OPCION,54,0.0004703,4,50,0
Q03_25,Nacional,10928364,Saldos3_Otra,SIN_OPCION,53,0.0004616,4,49,0
Q03_25,Nacional,230806646350495,RES_Otros,CECOR,46,0.0004006,7,39,0
Q03_25,Nacional,CLIENTE_COLGO,RES-FallasLinea,FM,42,0.0003658,0,42,0
Q03_25,Nacional,10928253,RES-FallaSegQja,QJA_AB_DAT_1,36,0.0003135,0,36,0
Q03_25,Nacional,19020086,MENU_11_NUMEROS,SIN_OPCION,27,0.0002351,27,0,0
Q03_25,Nacional,15070036,Desborde_Cabecera,CLIENTESAPP,26,0.0002264,0,26,0
Q03_25,Nacional,2309005,RES-TAE,DEFAULT,25,0.0002177,5,20,0
Q03_25,Nacional,CLIENTE_COLGO,RES_Cambios,2L,20,0.0001742,1,19,0
Q03_25,Nacional,10928253,RES-FallaSegQja,QJA_AB_VSI_1,17,0.0001481,0,17,0
Q03_25,Nacional,14928994,Saldos1_Pagar,SIN_OPCION,17,0.0001481,2,15,0
Q03_25,Nacional,10928253,RES-FallaSegQja,QJA_AB_VOZ_1,14,0.0001219,0,14,0
Q03_25,Nacional,14928989,Saldos1_Pagar,SIN_OPCION,13,0.0001132,0,13,0
Q03_25,Nacional,130806646350495,RES-MADT-Detalle,CECOR,12,0.0001045,0,12,0
Q03_25,Nacional,130806646350495,RES_Otros,CECOR,11,9.58e-05,0,11,0
Q03_25,Nacional,CLIENTE_COLGO,RES-DISH,DEFAULT,11,9.58e-05,1,10,0
Q03_25,Nacional,CLIENTE_COLGO,RES-FallaInternet,FM,11,9.58e-05,0,11,0
Q03_25,Nacional,1309005,RES-TAE,DEFAULT,9,7.84e-05,1,8,0
Q03_25,Nacional,CLIENTE_COLGO,RES-FallaInternet,DG,9,7.84e-05,3,6,0
Q03_25,Nacional,230806646350495,RES-ContratacionInfinitum,CECOR,8,6.97e-05,2,6,0
Q03_25,Nacional,10928364,Saldos1_Pagar,SIN_OPCION,7,6.1e-05,2,5,0
Q03_25,Nacional,2309013,RES_CambioTit,CECOR,6,5.23e-05,3,3,0
Q03_25,Nacional,CLIENTE_COLGO,RES-SegurosInbursa,DEFAULT,6,5.23e-05,1,5,0
Q03_25,Nacional,130805596283474,RES-Falla-Dish,DEFAULT,5,4.35e-05,0,5,0
Q03_25,Nacional,130806646350495,RES-ContratacionInfinitum,CECOR,5,4.35e-05,1,4,0
Q03_25,Nacional,130806646350495,RES_CambioDom,CECOR,5,4.35e-05,0,5,0
Q03_25,Nacional,14928985,Saldos1_Pagar,SIN_OPCION,4,3.48e-05,1,3,0
Q03_25,Nacional,230806646350495,RES_Cambios,CECOR,4,3.48e-05,0,4,0
Q03_25,Nacional,CLIENTE_COLGO,RES-ClaroDrive,DEFAULT,4,3.48e-05,0,4,0
Q03_25,Nacional,10928270,RES-FallaInternet,CAMBIONT_NC,3,2.61e-05,0,3,0
Q03_25,Nacional,CLIENTE_COLGO,NoTMX_SinOp,SIN_OPCION,2,1.74e-05,2,0,0
Q03_25,Nacional,10528004,SIN_MENU,SIN_OPCION,1,8.7e-06,1,0,0
Q03_25,Nacional,10828091,RES-FallaInternet,FM_NATURAL_P,1,8.7e-06,1,0,0
Q03_25,Nacional,10928253,Desborde_Cabecera,SIN_OPCION,1,8.7e-06,0,1,0
Q03_25,Nacional,130806646350495,RES_Cambios,CECOR,1,8.7e-06,0,1,0
Q03_25,Nacional,1309013,RES_CambioTit,CECOR,1,8.7e-06,1,0,0
Q03_25,Nacional,15070019,RES-FallaInternet,PARO_RELOJ,1,8.7e-06,0,1,0
Q03_25,Nacional,230805596283474,RES-Falla-Dish,DEFAULT,1,8.7e-06,1,0,0
Q03_25,Nacional,30806646350495,RES-DISH,CECOR,1,8.7e-06,0,1,0
Q03_25,Nacional,CLIENTE_COLGO,MASI_RepiteBoleta,SIN_OPCION,1,8.7e-06,0,1,0
Q03_25,Nacional,CLIENTE_COLGO,NOTMX-SeguimientoInstalacion,SIN_OPCION,1,8.7e-06,1,0,0
Q03_25,Nacional,CLIENTE_COLGO,RES-ContratacionInfinitum_FM,SIN_OPCION,1,8.7e-06,0,1,0
Q03_25,Nacional,CLIENTE_COLGO,RES-FallaInternet,SIN_OPCION,1,8.7e-06,0,1,0
Q03_25,Nacional,CLIENTE_COLGO,RES_FALLA_STOP,SIN_OPCION,1,8.7e-06,0,1,0
Q03_25,Nacional,CLIENTE_COLGO,SIN_MENU,QJA_AB_1,1,8.7e-06,0,1,0
Q03_25,Puebla,19020086,cliente_colgo,SIN_OPCION,51203,0.4459369,0,0,51203
Q03_25,Puebla,19010000,RES_FALLA_STOP,DEFAULT,47585,0.4144271,265,47320,0
Q03_25,Puebla,15070006,RES-ContratacionInfinitum_2024,DEFAULT,46113,0.4016071,5646,40467,0
Q03_25,Puebla,19020086,SinOpcion_Cabecera,SIN_OPCION,38286,0.3334403,527,4715,33044
Q03_25,Puebla,19020086,Numero Telmex,SIN_OPCION,33513,0.2918713,6116,10180,17217
Q03_25,Puebla,309004,RES-SaldosPagos_2024,DEFAULT,28347,0.2468796,4940,23407,0
Q03_25,Puebla,19020088,NOTMX-SeguimientoInstalacion,DEFAULT,27980,0.2436833,21349,6631,0
Q03_25,Puebla,14929961,Tmx_SOMO,DEFAULT,22248,0.1937622,2543,19705,0
Q03_25,Puebla,10828091,RES-Fallas_2024,VSI,21621,0.1883015,3767,17854,0
Q03_25,Puebla,15070019,RES-Fallas_2024,DEFAULT,21313,0.1856191,1491,19822,0
Q03_25,Puebla,CASO_ERROR_CEROS,Numero Telmex,SIN_OPCION,19767,0.1721547,5506,14261,0
Q03_25,Puebla,CASO_ERROR_CEROS,SIN_MENU,SIN_OPCION,18848,0.1641509,715,18130,3
Q03_25,Puebla,19020086,Marque3,SIN_OPCION,14565,0.1268494,257,2511,11797
Q03_25,Puebla,19020086,Desborde_Promocional,SIN_OPCION,13073,0.1138553,5475,7598,0
Q03_25,Puebla,10928253,Desborde_Cabecera,QJA_DAT_ROJA,12380,0.1078198,86,12294,0
Q03_25,Puebla,19020086,SIN_MENU,SIN_OPCION,10217,0.0889818,868,9346,3
Q03_25,Puebla,15070059,NOTMX-CONT-Contratacion,DEFAULT,9137,0.0795759,7429,1708,0
Q03_25,Puebla,15070006,RES-ContratacionInfinitum_FM,DEFAULT,9068,0.078975,39,9029,0
Q03_25,Puebla,19020086,ANI,SIN_OPCION,8145,0.0709364,8145,0,0
Q03_25,Puebla,14929961,Desborde_Cabecera,Tmx_SOMC,6651,0.0579249,6651,0,0
Q03_25,Puebla,CASO_ERROR_CEROS,Numero Telmex,DEFAULT,5707,0.0497034,52,5655,0
Q03_25,Puebla,CASO_ERROR_CEROS,SIN_MENU,QJA_DAT_VERDE,5608,0.0488412,118,5490,0
Q03_25,Puebla,15070013,Desborde_Cabecera,NoTmx_SOMC,5446,0.0474303,5446,0,0
Q03_25,Puebla,CASO_ERROR_CEROS,ANI,SIN_OPCION,5237,0.0456101,5237,0,0
Q03_25,Puebla,CASO_ERROR_CEROS,SIN_MENU,DEFAULT,5148,0.0448349,50,5098,0
Q03_25,Puebla,CASO_ERROR_CEROS,Numero Telmex,QJA_DAT_VERDE,4854,0.0422744,9,4845,0
Q03_25,Puebla,10928253,Desborde_Cabecera,QJA_AB_DAT_1,4081,0.0355422,36,4045,0
Q03_25,Puebla,10428174,Desborde_Cabecera,TELVICOBRA,3845,0.0334869,280,3565,0
Q03_25,Puebla,15070013,NoTMX_SinOp,NoTMX_SinOp,3773,0.0328598,2931,842,0
Q03_25,Puebla,14928994,Desborde_Cabecera,TELECOBRA,3753,0.0326856,217,3536,0
Q03_25,Puebla,19020088,RES-SegInst_2024,DEFAULT,3643,0.0317276,470,3173,0
Q03_25,Puebla,19020086,SaldoCabecera,SIN_OPCION,3200,0.0278694,280,2920,0
Q03_25,Puebla,14929014,NOTMX-CONT-Portabilidad,DEFAULT,2722,0.0237064,2027,695,0
Q03_25,Puebla,10928253,Desborde_Cabecera,QJA_DAT_AMBAR,2433,0.0211895,19,2414,0
Q03_25,Puebla,10928357,KIPSOLCOM,DEFAULT,2387,0.0207888,326,2061,0
Q03_25,Puebla,CASO_ERROR_CEROS,SaldoCabecera,QJA_AB_1,2372,0.0206582,15,2357,0
Q03_25,Puebla,CASO_ERROR_CEROS,SIN_MENU,QJA_AB_1,2333,0.0203186,20,2313,0
Q03_25,Puebla,11028186,Desborde_Cabecera,VINNETFLIX,2082,0.0181325,95,1987,0
Q03_25,Puebla,10428163,Desborde_Cabecera,TELVICOBRA,1901,0.0165562,112,1789,0
Q03_25,Puebla,CASO_ERROR_CEROS,Numero Telmex,QJA_AB_1,1820,0.0158507,2,1818,0
Q03_25,Puebla,CASO_ERROR_CEROS,SaldoCabecera,SIN_OPCION,1764,0.015363,51,1713,0
Q03_25,Puebla,10528004,Desborde_Cabecera,MEGACABLE,1653,0.0143963,102,1551,0
Q03_25,Puebla,14928989,Desborde_Cabecera,COBRA_2WS,1287,0.0112087,55,1232,0
Q03_25,Puebla,CASO_ERROR_CEROS,SIN_MENU,QJA_AB_DAT_2,1272,0.0110781,5,1267,0
Q03_25,Puebla,309004,RES-SaldosPagos_FM,DEFAULT,1183,0.010303,5,1178,0
Q03_25,Puebla,CASO_ERROR_CEROS,Numero Telmex,QJA_AB_DAT_2,1100,0.0095801,0,1100,0
Q03_25,Puebla,10928253,Desborde_Cabecera,QJA_VSI_ROJA,1083,0.0094321,3,1080,0
Q03_25,Puebla,10928253,Desborde_Cabecera,QJA_AB_3,982,0.0085524,4,978,0
Q03_25,Puebla,10628031,Desborde_Cabecera,FO_2222,938,0.0081692,83,855,0
Q03_25,Puebla,309004,Desborde_Cabecera,Saldos1_Pagar,807,0.0070283,79,728,0
Q03_25,Puebla,14928985,Desborde_Cabecera,COBRA_CMG,742,0.0064622,42,700,0
Q03_25,Puebla,CASO_ERROR_CEROS,SaldoCabecera,DEFAULT,590,0.0051384,8,582,0
Q03_25,Puebla,19020086,MENU_10_NUMEROS,SIN_OPCION,493,0.0042936,492,0,1
Q03_25,Puebla,CASO_ERROR_CEROS,RES-SaldosPagos_2024,DEFAULT,484,0.0042153,104,380,0
Q03_25,Puebla,CASO_ERROR_CEROS,Numero Telmex,QJA_VSI_VERDE,382,0.0033269,1,381,0
Q03_25,Puebla,14928987,Desborde_Cabecera,COBRA_2BGLOBAL,330,0.002874,11,319,0
Q03_25,Puebla,10828091,RES-Fallas_2024,FALLA_AMBAS_P,308,0.0026824,20,288,0
Q03_25,Puebla,CASO_ERROR_CEROS,Numero Telmex,QJA_VOZ_VERDE,305,0.0026563,0,305,0
Q03_25,Puebla,CASO_ERROR_CEROS,Saldos3_Otra,SIN_OPCION,300,0.0026128,4,296,0
Q03_25,Puebla,CASO_ERROR_CEROS,ANI,DEFAULT,297,0.0025866,297,0,0
Q03_25,Puebla,10928253,Desborde_Cabecera,QJA_AB_VSI_1,288,0.0025082,0,288,0
Q03_25,Puebla,CASO_ERROR_CEROS,SIN_MENU,QJA_VOZ_VERDE,286,0.0024908,7,279,0
Q03_25,Puebla,10928364,Desborde_Cabecera,COBRA_AMA,272,0.0023689,26,246,0
Q03_25,Puebla,10928018,Desborde_Cabecera,INCLUENCER,261,0.0022731,21,240,0
Q03_25,Puebla,10928124,Desborde_Cabecera,VINNETFLIX,247,0.0021512,7,240,0
Q03_25,Puebla,15070020,Desborde_Cabecera,QJA_VOZ_ROJA,234,0.002038,3,231,0
Q03_25,Puebla,CASO_ERROR_CEROS,SIN_MENU,QJA_VSI_VERDE,224,0.0019509,7,217,0
Q03_25,Puebla,15070004,RES_CAMBIODOMICILIO,DEFAULT,190,0.0016547,0,190,0
Q03_25,Puebla,10928253,Desborde_Cabecera,QJA_VSI_AMBAR,176,0.0015328,2,174,0
Q03_25,Puebla,11128116,Desborde_Cabecera,RET_PLAN50,165,0.001437,3,162,0
Q03_25,Puebla,15070020,Desborde_Cabecera,QJA_AB_VOZ_1,164,0.0014283,2,162,0
Q03_25,Puebla,10928270,Desborde_Cabecera,CONECTAM,156,0.0013586,13,143,0
Q03_25,Puebla,10428163,Saldos3_Otra,SIN_OPCION,143,0.0012454,5,138,0
